Class Name,Instance Side Definition,Class Side Definition
RBSendsDeprecatedMethodToGlobalRule,"RBParseTreeLintRule subclass: #RBSendsDeprecatedMethodToGlobalRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBSendsDeprecatedMethodToGlobalRule class 	instanceVariableNames: ''"
OBNodeCommandScan,"OBCommandScan subclass: #OBNodeCommandScan 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OmniBrowser-Announcements'","OBNodeCommandScan class 	instanceVariableNames: ''"
FreeTypeExternalMemory,"FT2Handle subclass: #FreeTypeExternalMemory 	instanceVariableNames: 'bytes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-Base'","FreeTypeExternalMemory class 	instanceVariableNames: ''"
InterpolatedGradientFillStyle,"GradientFillStyle subclass: #InterpolatedGradientFillStyle 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Balloon-Fills'","InterpolatedGradientFillStyle class 	instanceVariableNames: ''"
RBSuperSendsRule,"RBTransformationRule subclass: #RBSuperSendsRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-TransformationRules'","RBSuperSendsRule class 	instanceVariableNames: ''"
ZnFileLogger,"ZnLogListener subclass: #ZnFileLogger 	instanceVariableNames: 'stream pathName' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnFileLogger class 	instanceVariableNames: ''"
RGPackageTest,"TestCase subclass: #RGPackageTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Ring-Tests-Containers'","RGPackageTest class 	instanceVariableNames: ''"
WeakKeyToCollectionDictionary,"WeakIdentityKeyDictionary subclass: #WeakKeyToCollectionDictionary 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Weak'","WeakKeyToCollectionDictionary class 	instanceVariableNames: ''"
OBSystemBrowser,"OBCodeBrowser subclass: #OBSystemBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Browsers'","OBSystemBrowser class 	instanceVariableNames: ''"
ValueHolder,"Model subclass: #ValueHolder 	instanceVariableNames: 'contents' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Base'","ValueHolder class 	instanceVariableNames: ''"
BytecodeAgnosticMethodNode,"MethodNode subclass: #BytecodeAgnosticMethodNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compiler-ParseNodes'","BytecodeAgnosticMethodNode class 	instanceVariableNames: ''"
OBCmdCompareToCurrent,"OBCommand subclass: #OBCmdCompareToCurrent 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Commands'","OBCmdCompareToCurrent class 	instanceVariableNames: ''"
PluggableMorphListMorph,"PluggableListMorph subclass: #PluggableMorphListMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","PluggableMorphListMorph class 	instanceVariableNames: ''"
ClassRemoved,"SystemAnnouncement subclass: #ClassRemoved 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Announcements'","ClassRemoved class 	instanceVariableNames: ''"
WaitfreeQueue,"AtomicCollection subclass: #WaitfreeQueue 	instanceVariableNames: 'tail dummy' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Atomic'","WaitfreeQueue class 	instanceVariableNames: ''"
GoferFetch,"GoferSynchronize subclass: #GoferFetch 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core'","GoferFetch class 	instanceVariableNames: ''"
CollectVisitorTest,"AbstractEnumerationVisitorTest subclass: #CollectVisitorTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","CollectVisitorTest class 	instanceVariableNames: ''"
SHWorkspaceEditingMode,"Model subclass: #SHWorkspaceEditingMode 	instanceVariableNames: 'code' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Shout-Examples'","SHWorkspaceEditingMode class 	instanceVariableNames: ''"
RGElementDefinition,"RGNamedDefinition subclass: #RGElementDefinition 	instanceVariableNames: 'parent' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Ring-Core-Kernel'","RGElementDefinition class 	instanceVariableNames: ''"
OBRefreshRequired,"OBAnnouncement subclass: #OBRefreshRequired 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OmniBrowser-Announcements'","OBRefreshRequired class 	instanceVariableNames: ''"
HelpBuilder,"Object subclass: #HelpBuilder 	instanceVariableNames: 'topicToBuild rootToBuildFrom' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Core-Builders'","HelpBuilder class 	instanceVariableNames: ''"
ORCmdClassVarRefactoring,"ORCmdRefactoring subclass: #ORCmdClassVarRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Refactoring'","ORCmdClassVarRefactoring class 	instanceVariableNames: ''"
TestInWorldMorph,"Morph subclass: #TestInWorldMorph 	instanceVariableNames: 'intoWorldCount outOfWorldCount' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'MorphicTests-Kernel'","TestInWorldMorph class 	instanceVariableNames: ''"
ORCmdRegexEnvironment,"ORCommand subclass: #ORCmdRegexEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Regex-Commands'","ORCmdRegexEnvironment class 	instanceVariableNames: ''"
ClassFactoryWithOrganization,"ClassFactoryForTestCase subclass: #ClassFactoryWithOrganization 	instanceVariableNames: 'organization' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Extensions'","ClassFactoryWithOrganization class 	instanceVariableNames: ''"
PharoOrangeTheme,"PharoTheme subclass: #PharoOrangeTheme 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Themes'","PharoOrangeTheme class 	instanceVariableNames: ''"
ORCmdSwapMethodRefactoring,"ORCmdMethodRefactoring subclass: #ORCmdSwapMethodRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Refactoring'","ORCmdSwapMethodRefactoring class 	instanceVariableNames: ''"
SHStyleElementTest,"TestCase subclass: #SHStyleElementTest 	instanceVariableNames: 'element' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ShoutTests-Styling'","SHStyleElementTest class 	instanceVariableNames: ''"
ORCmdRefactoringTool,"ORCommand subclass: #ORCmdRefactoringTool 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Refactoring'","ORCmdRefactoringTool class 	instanceVariableNames: ''"
ZeroDivide,"ArithmeticError subclass: #ZeroDivide 	instanceVariableNames: 'dividend' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Numbers'","ZeroDivide class 	instanceVariableNames: ''"
ORCmdRemoveChange,"ORCmdChangeCommand subclass: #ORCmdRemoveChange 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Changes'","ORCmdRemoveChange class 	instanceVariableNames: ''"
RBAddMethodRefactoring,"RBMethodRefactoring subclass: #RBAddMethodRefactoring 	instanceVariableNames: 'protocols source' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBAddMethodRefactoring class 	instanceVariableNames: ''"
HSVColorSelectorMorph,"Morph subclass: #HSVColorSelectorMorph 	instanceVariableNames: 'svMorph hMorph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","HSVColorSelectorMorph class 	instanceVariableNames: ''"
UndeclaredVariableReference,"Notification subclass: #UndeclaredVariableReference 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compiler-Support'","UndeclaredVariableReference class 	instanceVariableNames: ''"
NewHandleMorph,"HandleMorph subclass: #NewHandleMorph 	instanceVariableNames: 'hand waitingForClickInside' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets'","NewHandleMorph class 	instanceVariableNames: ''"
ExternalDropHandler,"Object subclass: #ExternalDropHandler 	instanceVariableNames: 'action type extension' 	classVariableNames: 'DefaultHandler RegisteredHandlers' 	poolDictionaries: '' 	category: 'System-Support'","ExternalDropHandler class 	instanceVariableNames: ''"
DateTest,"ClassTestCase subclass: #DateTest 	instanceVariableNames: 'date aDate aTime' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Chronology'","DateTest class 	instanceVariableNames: ''"
ORCmdInlineTemporaryRefactoring,"ORCmdSourceRefactoring subclass: #ORCmdInlineTemporaryRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Refactoring'","ORCmdInlineTemporaryRefactoring class 	instanceVariableNames: ''"
MetacelloPlatform,"Object subclass: #MetacelloPlatform 	instanceVariableNames: 'bypassProgressBars bypassGoferLoadUpdateCategories' 	classVariableNames: 'Current' 	poolDictionaries: '' 	category: 'Metacello-Core-Model'","MetacelloPlatform class 	instanceVariableNames: ''"
OBAutoSelection,"Object subclass: #OBAutoSelection 	instanceVariableNames: 'fan metaNode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OmniBrowser-Kernel'","OBAutoSelection class 	instanceVariableNames: ''"
ExampleForTest112,"ExampleForTest11 subclass: #ExampleForTest112 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Classes'","ExampleForTest112 class 	instanceVariableNames: ''"
RBCascadeNode,"RBValueNode subclass: #RBCascadeNode 	instanceVariableNames: 'messages semicolons' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Nodes'","RBCascadeNode class 	instanceVariableNames: ''"
SmallDictionary,"Collection subclass: #SmallDictionary 	instanceVariableNames: 'keys values size' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Unordered'","SmallDictionary class 	instanceVariableNames: ''"
Finder,"Object subclass: #Finder 	instanceVariableNames: 'searchingString selectedMethod selectedClass packagesSelection currentSearchMode environment resultDictionary useRegEx' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Finder'","Finder class 	instanceVariableNames: ''"
PlatformResolverTest,"FileSystemResolverTest subclass: #PlatformResolverTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","PlatformResolverTest class 	instanceVariableNames: ''"
MCRepositoryGroup,"Object subclass: #MCRepositoryGroup 	instanceVariableNames: 'repositories useCache' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Versioning'","MCRepositoryGroup class 	instanceVariableNames: 'default'"
RBContainsRule,"RBParseTreeLintRule subclass: #RBContainsRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBContainsRule class 	instanceVariableNames: ''"
AlertDialogWindow,"MessageDialogWindow subclass: #AlertDialogWindow 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Windows'","AlertDialogWindow class 	instanceVariableNames: ''"
ModifiedEvent,"AbstractEvent subclass: #ModifiedEvent 	instanceVariableNames: 'oldItem' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Change Notification'","ModifiedEvent class 	instanceVariableNames: ''"
MCMockDefinition,"MCDefinition subclass: #MCMockDefinition 	instanceVariableNames: 'token' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Mocks'","MCMockDefinition class 	instanceVariableNames: ''"
RBPragmaEnvironment,"RBBrowserEnvironmentWrapper subclass: #RBPragmaEnvironment 	instanceVariableNames: 'keywords condition' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Environment'","RBPragmaEnvironment class 	instanceVariableNames: ''"
MCRepositoryTest,"MCTestCase subclass: #MCRepositoryTest 	instanceVariableNames: 'repository ancestors' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Monticello'","MCRepositoryTest class 	instanceVariableNames: ''"
Notification,"Exception subclass: #Notification 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Exceptions'","Notification class 	instanceVariableNames: ''"
LocaleTest,"TestCase subclass: #LocaleTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Localization'","LocaleTest class 	instanceVariableNames: ''"
ImmX11,"ImmAbstractPlatform subclass: #ImmX11 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-ImmPlugin'","ImmX11 class 	instanceVariableNames: ''"
KOI8RTextConverter,"ByteTextConverter subclass: #KOI8RTextConverter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-TextConversion'","KOI8RTextConverter class 	instanceVariableNames: ''"
ServerDirectory,"Object subclass: #ServerDirectory 	instanceVariableNames: 'server directory type user passwordHolder group moniker altURL urlObject client loaderUrl keepAlive encodingName' 	classVariableNames: 'Servers' 	poolDictionaries: '' 	category: 'Network-RemoteDirectory'","ServerDirectory class 	instanceVariableNames: ''"
ProfStefHelpTutorialBuilder,"HelpBuilder subclass: #ProfStefHelpTutorialBuilder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ProfStef-Help'","ProfStefHelpTutorialBuilder class 	instanceVariableNames: ''"
MetacelloGoferLoad,"GoferLoad subclass: #MetacelloGoferLoad 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Gofer'","MetacelloGoferLoad class 	instanceVariableNames: ''"
SystemNavigationOnNewlyCreatedEnvironmentTest,"SystemNavigationTest subclass: #SystemNavigationOnNewlyCreatedEnvironmentTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-System'","SystemNavigationOnNewlyCreatedEnvironmentTest class 	instanceVariableNames: ''"
SocketStream,"Object subclass: #SocketStream 	instanceVariableNames: 'recentlyRead socket inBuffer outBuffer inNextToWrite outNextToWrite lastRead timeout autoFlush bufferSize binary shouldSignal' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Kernel'","SocketStream class 	instanceVariableNames: ''"
BalloonEngine,"Object subclass: #BalloonEngine 	instanceVariableNames: 'workBuffer span bitBlt forms clipRect destOffset externals aaLevel edgeTransform colorTransform deferred postFlushNeeded' 	classVariableNames: 'BezierStats BufferCache CacheProtect Counts Debug Times' 	poolDictionaries: 'BalloonEngineConstants' 	category: 'Balloon-Engine'","BalloonEngine class 	instanceVariableNames: ''"
ChronologyConstants,"SharedPool subclass: #ChronologyConstants 	instanceVariableNames: '' 	classVariableNames: 'DayNames DaysInMonth MonthNames NanosInMillisecond NanosInSecond SecondsInDay SecondsInHour SecondsInMinute SqueakEpoch' 	poolDictionaries: '' 	category: 'Kernel-Chronology'","ChronologyConstants class 	instanceVariableNames: ''"
AbstractKeymappingTest,"TestCase subclass: #AbstractKeymappingTest 	instanceVariableNames: 'default' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","AbstractKeymappingTest class 	instanceVariableNames: ''"
CascadeNode,"ParseNode subclass: #CascadeNode 	instanceVariableNames: 'receiver messages' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compiler-ParseNodes'","CascadeNode class 	instanceVariableNames: ''"
OBBrowseRequest,"OBInteractionRequest subclass: #OBBrowseRequest 	instanceVariableNames: 'browser' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OmniBrowser-Notifications'","OBBrowseRequest class 	instanceVariableNames: ''"
ZnExtendedFixedClient,"ZnFixedClient subclass: #ZnExtendedFixedClient 	instanceVariableNames: 'preProcessHook postProcessHook newConnectionHook' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Deprecated'","ZnExtendedFixedClient class 	instanceVariableNames: ''"
ThreadSafeTranscript,"Object subclass: #ThreadSafeTranscript 	instanceVariableNames: 'stream accessSemaphore' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Transcript'","ThreadSafeTranscript class 	instanceVariableNames: ''"
RBRemoveInstanceVariableChange,"RBRefactoryVariableChange subclass: #RBRemoveInstanceVariableChange 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Changes'","RBRemoveInstanceVariableChange class 	instanceVariableNames: ''"
TransferMorph,"Morph subclass: #TransferMorph 	instanceVariableNames: 'transferType passenger draggedMorph source dropNotifyRecipient accepted copy dragHand' 	classVariableNames: 'CopyPlusIcon' 	poolDictionaries: '' 	category: 'Morphic-Support'","TransferMorph class 	instanceVariableNames: ''"
SimulationExceptionWrapper,"Exception subclass: #SimulationExceptionWrapper 	instanceVariableNames: 'exception' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Methods'","SimulationExceptionWrapper class 	instanceVariableNames: ''"
NOCEmptyModel,"Object subclass: #NOCEmptyModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NOCompletion-Model'","NOCEmptyModel class 	instanceVariableNames: ''"
DirectoryEntryFile,"DirectoryEntry subclass: #DirectoryEntryFile 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Files-Directories'","DirectoryEntryFile class 	instanceVariableNames: ''"
RBRemoveClassVariableRefactoring,"RBVariableRefactoring subclass: #RBRemoveClassVariableRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBRemoveClassVariableRefactoring class 	instanceVariableNames: ''"
WriteStream,"PositionableStream subclass: #WriteStream 	instanceVariableNames: 'writeLimit' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Streams'","WriteStream class 	instanceVariableNames: ''"
OBMetagraphBuilder,"Object subclass: #OBMetagraphBuilder 	instanceVariableNames: 'metaNodes selectors root' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Utilities'","OBMetagraphBuilder class 	instanceVariableNames: ''"
MIMEType,"Object subclass: #MIMEType 	instanceVariableNames: 'main sub parameters' 	classVariableNames: 'DefaultSuffixes StandardMIMEMappings' 	poolDictionaries: '' 	category: 'Network-MIME'","MIMEType class 	instanceVariableNames: ''"
ORMultiBrowser,"OREnvironmentBrowser subclass: #ORMultiBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Browsers'","ORMultiBrowser class 	instanceVariableNames: ''"
DomainError,"ArithmeticError subclass: #DomainError 	instanceVariableNames: 'from to' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Exceptions'","DomainError class 	instanceVariableNames: ''"
IdentityTransform,"DisplayTransform subclass: #IdentityTransform 	instanceVariableNames: '' 	classVariableNames: 'Default' 	poolDictionaries: '' 	category: 'Graphics-Transformations'","IdentityTransform class 	instanceVariableNames: ''"
ClassBuilderValidationTests,"TestCase subclass: #ClassBuilderValidationTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Classes'","ClassBuilderValidationTests class 	instanceVariableNames: ''"
BorderedSubpaneDividerMorph,"BorderedMorph subclass: #BorderedSubpaneDividerMorph 	instanceVariableNames: 'resizingEdge' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated14'","BorderedSubpaneDividerMorph class 	instanceVariableNames: ''"
CopyVisitorTest,"FileSystemTreeTest subclass: #CopyVisitorTest 	instanceVariableNames: 'source dest' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","CopyVisitorTest class 	instanceVariableNames: ''"
CircleMorphTest,"MorphTest subclass: #CircleMorphTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'MorphicTests-Basic'","CircleMorphTest class 	instanceVariableNames: ''"
TRUE,"Boolean subclass: #True 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Objects'","True class 	instanceVariableNames: ''"
TempVariableNode,"VariableNode subclass: #TempVariableNode 	instanceVariableNames: 'argType hasRefs hasDefs scope definingScope readingScopes writingScopes remoteNode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compiler-ParseNodes'","TempVariableNode class 	instanceVariableNames: ''"
RemoteFileStream,"RWBinaryOrTextStream subclass: #RemoteFileStream 	instanceVariableNames: 'remoteFile localDataValid' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-RemoteDirectory'","RemoteFileStream class 	instanceVariableNames: ''"
ORCmdNegationEnvironment,"ORCmdEnvironment subclass: #ORCmdNegationEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdNegationEnvironment class 	instanceVariableNames: ''"
Stopwatch,"Object subclass: #Stopwatch 	instanceVariableNames: 'timespans state' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Chronology'","Stopwatch class 	instanceVariableNames: ''"
FreeTypeCacheEntry,"Link subclass: #FreeTypeCacheEntry 	instanceVariableNames: 'font charCode type object previousLink' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-Cache'","FreeTypeCacheEntry class 	instanceVariableNames: ''"
NOCMenuMorph,"NECMenuMorph subclass: #NOCMenuMorph 	instanceVariableNames: 'lastActivity' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NOCompletion-View'","NOCMenuMorph class 	instanceVariableNames: ''"
MCPackageLoader,"Object subclass: #MCPackageLoader 	instanceVariableNames: 'requirements unloadableDefinitions obsoletions additions removals errorDefinitions provisions methodAdditions' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Loading'","MCPackageLoader class 	instanceVariableNames: ''"
RBMethod,"Object subclass: #RBMethod 	instanceVariableNames: 'class compiledMethod source selector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Model'","RBMethod class 	instanceVariableNames: ''"
InfiniteForm,"DisplayObject subclass: #InfiniteForm 	instanceVariableNames: 'patternForm' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Display Objects'","InfiniteForm class 	instanceVariableNames: ''"
ZnUrlTests,"TestCase subclass: #ZnUrlTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnUrlTests class 	instanceVariableNames: ''"
FormTest,"ClassTestCase subclass: #FormTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Tests-Primitives'","FormTest class 	instanceVariableNames: ''"
ProfStefTestGoOnMockTutorial,"TestCase subclass: #ProfStefTestGoOnMockTutorial 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ProfStef-Tests'","ProfStefTestGoOnMockTutorial class 	instanceVariableNames: ''"
WeakValueDictionary,"Dictionary subclass: #WeakValueDictionary 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Weak'","WeakValueDictionary class 	instanceVariableNames: ''"
NECDetailMorph,"Morph subclass: #NECDetailMorph 	instanceVariableNames: 'title description arrowPosition label' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NECompletion-View'","NECDetailMorph class 	instanceVariableNames: ''"
MCChangeSelectionRequest,"Notification subclass: #MCChangeSelectionRequest 	instanceVariableNames: 'patch label' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Versioning'","MCChangeSelectionRequest class 	instanceVariableNames: ''"
MailAddressParser,"Object subclass: #MailAddressParser 	instanceVariableNames: 'tokens addresses curAddrTokens' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-RFC822'","MailAddressParser class 	instanceVariableNames: ''"
MetacelloAbstractConstructor,"Object subclass: #MetacelloAbstractConstructor 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Constructors'","MetacelloAbstractConstructor class 	instanceVariableNames: ''"
Quadrangle,"Rectangle subclass: #Quadrangle 	instanceVariableNames: 'borderWidth borderColor insideColor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Primitives'","Quadrangle class 	instanceVariableNames: ''"
RBMoveVariableDefinitionRefactoring,"RBMethodRefactoring subclass: #RBMoveVariableDefinitionRefactoring 	instanceVariableNames: 'selector interval name parseTree blockNodes definingNode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBMoveVariableDefinitionRefactoring class 	instanceVariableNames: ''"
TraitMethodDescription,"Object subclass: #TraitMethodDescription 	instanceVariableNames: 'selector locatedMethods' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Traits-Composition'","TraitMethodDescription class 	instanceVariableNames: ''"
RBArrayNode,"RBValueNode subclass: #RBArrayNode 	instanceVariableNames: 'left right statements periods' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Nodes'","RBArrayNode class 	instanceVariableNames: ''"
RBCondition,"RBAbstractCondition subclass: #RBCondition 	instanceVariableNames: 'block type errorBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Conditions'","RBCondition class 	instanceVariableNames: ''"
Array,"ArrayedCollection variableSubclass: #Array 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Sequenceable'","Array class 	instanceVariableNames: ''"
NumberTest,"ClassTestCase subclass: #NumberTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Numbers'","NumberTest class 	instanceVariableNames: ''"
OBShowSenders,"OBNavigate subclass: #OBShowSenders 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Announcements'","OBShowSenders class 	instanceVariableNames: ''"
TextStopConditions,"Object subclass: #TextStopConditions 	instanceVariableNames: 'stops crossedX endOfRun' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Text'","TextStopConditions class 	instanceVariableNames: ''"
NOCDatedEntry,"NECSelectorEntry subclass: #NOCDatedEntry 	instanceVariableNames: 'date next previous' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NOCompletion-Model'","NOCDatedEntry class 	instanceVariableNames: ''"
PluggableDictionaryTest,"DictionaryTest subclass: #PluggableDictionaryTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Unordered'","PluggableDictionaryTest class 	instanceVariableNames: ''"
MCMergeRecord,"Object subclass: #MCMergeRecord 	instanceVariableNames: 'version packageSnapshot ancestorInfo ancestor ancestorSnapshot imagePatch mergePatch' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Versioning'","MCMergeRecord class 	instanceVariableNames: ''"
ZnMimeType,"Object subclass: #ZnMimeType 	instanceVariableNames: 'main sub parameters' 	classVariableNames: 'ExtensionsMap MimeTypes' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnMimeType class 	instanceVariableNames: ''"
OROpenRegexDefinition,"OBDefinition subclass: #OROpenRegexDefinition 	instanceVariableNames: 'command text' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Regex-Commands'","OROpenRegexDefinition class 	instanceVariableNames: ''"
RBSpellingRule,"RBBlockLintRule subclass: #RBSpellingRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Spelling'","RBSpellingRule class 	instanceVariableNames: ''"
